zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
29714,SC,Chester County,South Carolina,SC,45023,3247,1,1,Fort Lawn
29715,SC,York County,South Carolina,SC,45091,43855,1,1,Fort Mill
29716,SC,York County,South Carolina,SC,45091,,1,1,Fort Mill
29717,SC,York County,South Carolina,SC,45091,1585,1,1,Hickory Grove
29718,SC,Chesterfield County,South Carolina,SC,45025,4049,0.915309446,3,Jefferson
29718,SC,Kershaw County,South Carolina,SC,45055,4049,0.059717698,3,Jefferson
29718,SC,Lancaster County,South Carolina,SC,45057,4049,0.024972856,3,Jefferson
29720,SC,Chesterfield County,South Carolina,SC,45025,51603,0,2,Lancaster
29720,SC,Lancaster County,South Carolina,SC,45057,51603,1,2,Lancaster
29721,SC,Lancaster County,South Carolina,SC,45057,,1,1,Lancaster
29726,SC,York County,South Carolina,SC,45091,2086,1,1,Mc Connells
29727,SC,Chesterfield County,South Carolina,SC,45025,2171,1,1,Mount Croghan
29728,SC,Chesterfield County,South Carolina,SC,45025,9470,1,1,Pageland
29729,SC,Chester County,South Carolina,SC,45023,2313,1,1,Richburg
29730,SC,Chester County,South Carolina,SC,45023,57500,0.004762898,2,Rock Hill
29730,SC,York County,South Carolina,SC,45091,57500,0.995237102,2,Rock Hill
29731,SC,York County,South Carolina,SC,45091,,1,1,Rock Hill
29732,SC,York County,South Carolina,SC,45091,57551,1,1,Rock Hill
29733,SC,York County,South Carolina,SC,45091,1555,0,1,Rock Hill
29734,SC,York County,South Carolina,SC,45091,,0,1,Rock Hill
29741,SC,Chesterfield County,South Carolina,SC,45025,1473,1,1,Ruby
29742,SC,Chester County,South Carolina,SC,45023,2358,0.081451061,2,Sharon
29742,SC,York County,South Carolina,SC,45091,2358,0.918548939,2,Sharon
29743,SC,Cherokee County,South Carolina,SC,45021,1880,0.225063939,2,Smyrna
29743,SC,York County,South Carolina,SC,45091,1880,0.774936061,2,Smyrna
29744,SC,Lancaster County,South Carolina,SC,45057,,0,1,Van Wyck
29745,SC,York County,South Carolina,SC,45091,34738,1,1,York
29801,SC,Aiken County,South Carolina,SC,45003,30088,1,1,Aiken
29802,SC,Aiken County,South Carolina,SC,45003,,1,1,Aiken
29803,SC,Aiken County,South Carolina,SC,45003,40069,1,1,Aiken
29804,SC,Aiken County,South Carolina,SC,45003,,1,1,Aiken
29805,SC,Aiken County,South Carolina,SC,45003,4882,1,1,Aiken
29808,SC,Barnwell County,South Carolina,SC,45011,,0,1,Aiken
29809,SC,Aiken County,South Carolina,SC,45003,2426,1,1,New Ellenton
29810,SC,Allendale County,South Carolina,SC,45005,3571,1,1,Allendale
29812,SC,Allendale County,South Carolina,SC,45005,10965,0.001729016,2,Barnwell
29812,SC,Barnwell County,South Carolina,SC,45011,10965,0.998270984,2,Barnwell
29813,SC,Barnwell County,South Carolina,SC,45011,,0,1,Hilda
29816,SC,Aiken County,South Carolina,SC,45003,931,1,1,Bath
29817,SC,Bamberg County,South Carolina,SC,45009,4230,0.046718576,2,Blackville
29817,SC,Barnwell County,South Carolina,SC,45011,4230,0.953281424,2,Blackville
29819,SC,Abbeville County,South Carolina,SC,45001,983,0.060606061,3,Bradley
29819,SC,Greenwood County,South Carolina,SC,45047,983,0.896270396,3,Bradley
29819,SC,McCormick County,South Carolina,SC,45065,983,0.043123543,3,Bradley
29821,SC,Edgefield County,South Carolina,SC,45037,1245,0.464566929,2,Clarks Hill
29821,SC,McCormick County,South Carolina,SC,45065,1245,0.535433071,2,Clarks Hill
29822,SC,Aiken County,South Carolina,SC,45003,,1,1,Clearwater
29824,SC,Edgefield County,South Carolina,SC,45037,7598,0.992957746,2,Edgefield
29824,SC,Saluda County,South Carolina,SC,45081,7598,0.007042254,2,Edgefield
29826,SC,Barnwell County,South Carolina,SC,45011,194,0,1,Elko
29827,SC,Allendale County,South Carolina,SC,45005,3792,0.965365239,2,Fairfax
29827,SC,Hampton County,South Carolina,SC,45049,3792,0.034634761,2,Fairfax
29828,SC,Aiken County,South Carolina,SC,45003,419,1,1,Gloverville
29829,SC,Aiken County,South Carolina,SC,45003,12082,0.999871217,2,Graniteville
29829,SC,Edgefield County,South Carolina,SC,45037,12082,0.000128783,2,Graniteville
29831,SC,Aiken County,South Carolina,SC,45003,4259,1,1,Jackson
29832,SC,Aiken County,South Carolina,SC,45003,5375,0.002602472,3,Johnston
29832,SC,Edgefield County,South Carolina,SC,45037,5375,0.756994144,3,Johnston
29832,SC,Saluda County,South Carolina,SC,45081,5375,0.240403383,3,Johnston
29834,SC,Aiken County,South Carolina,SC,45003,519,0,1,Langley
29835,SC,Edgefield County,South Carolina,SC,45037,6325,0.043725803,2,Mc Cormick
29835,SC,McCormick County,South Carolina,SC,45065,6325,0.956274197,2,Mc Cormick
29836,SC,Allendale County,South Carolina,SC,45005,331,0.904347826,2,Martin
29836,SC,Barnwell County,South Carolina,SC,45011,331,0.095652174,2,Martin
29838,SC,Edgefield County,South Carolina,SC,45037,748,0.312056738,2,Modoc
29838,SC,McCormick County,South Carolina,SC,45065,748,0.687943262,2,Modoc
29839,SC,Aiken County,South Carolina,SC,45003,,1,1,Montmorenci
29840,SC,McCormick County,South Carolina,SC,45065,338,1,1,Mount Carmel
29841,SC,Aiken County,South Carolina,SC,45003,32409,1,2,North Augusta
29841,SC,Edgefield County,South Carolina,SC,45037,32409,0,2,North Augusta
29842,SC,Aiken County,South Carolina,SC,45003,7727,1,1,Beech Island
29843,SC,Bamberg County,South Carolina,SC,45009,1056,0.665277778,2,Olar
29843,SC,Barnwell County,South Carolina,SC,45011,1056,0.334722222,2,Olar
29844,SC,McCormick County,South Carolina,SC,45065,91,0,1,Parksville
29845,SC,Edgefield County,South Carolina,SC,45037,1127,0.012468828,2,Plum Branch
29845,SC,McCormick County,South Carolina,SC,45065,1127,0.987531172,2,Plum Branch
29846,SC,Allendale County,South Carolina,SC,45005,,0,1,Sycamore
29847,SC,Aiken County,South Carolina,SC,45003,4925,0.228995058,2,Trenton
29847,SC,Edgefield County,South Carolina,SC,45037,4925,0.771004942,2,Trenton
29848,SC,Greenwood County,South Carolina,SC,45047,987,0.643510055,3,Troy
29848,SC,McCormick County,South Carolina,SC,45065,987,0.281535649,3,Troy
29848,SC,Saluda County,South Carolina,SC,45081,987,0.074954296,3,Troy
29849,SC,Allendale County,South Carolina,SC,45005,169,0.847953216,2,Ulmer
29849,SC,Barnwell County,South Carolina,SC,45011,169,0.152046784,2,Ulmer
29850,SC,Aiken County,South Carolina,SC,45003,,0,1,Vaucluse
29851,SC,Aiken County,South Carolina,SC,45003,9081,1,1,Warrenville
29853,SC,Aiken County,South Carolina,SC,45003,6011,0.230685231,2,Williston
29853,SC,Barnwell County,South Carolina,SC,45011,6011,0.769314769,2,Williston
29856,SC,Aiken County,South Carolina,SC,45003,3473,1,1,Windsor
29860,SC,Aiken County,South Carolina,SC,45003,17412,0.445206948,2,North Augusta
29860,SC,Edgefield County,South Carolina,SC,45037,17412,0.554793052,2,North Augusta
29861,SC,Aiken County,South Carolina,SC,45003,,1,1,North Augusta
29899,SC,McCormick County,South Carolina,SC,45065,782,0,1,Mc Cormick
29901,SC,Beaufort County,South Carolina,SC,45013,,1,1,Beaufort
29902,SC,Beaufort County,South Carolina,SC,45013,16916,1,1,Beaufort
29903,SC,Beaufort County,South Carolina,SC,45013,,1,1,Beaufort
29904,SC,Beaufort County,South Carolina,SC,45013,1352,1,1,Beaufort
29905,SC,Beaufort County,South Carolina,SC,45013,1409,0,1,Parris Island
29906,SC,Beaufort County,South Carolina,SC,45013,26562,1,1,Beaufort
29907,SC,Beaufort County,South Carolina,SC,45013,14848,1,1,Beaufort
29909,SC,Beaufort County,South Carolina,SC,45013,23929,0.849459239,2,Okatie
29909,SC,Jasper County,South Carolina,SC,45053,23929,0.150540761,2,Okatie
29910,SC,Beaufort County,South Carolina,SC,45013,50173,1,1,Bluffton
29911,SC,Hampton County,South Carolina,SC,45049,1292,1,1,Brunson
29912,SC,Jasper County,South Carolina,SC,45053,21,1,1,Coosawhatchie
29915,SC,Beaufort County,South Carolina,SC,45013,636,1,1,Daufuskie Island
29916,SC,Hampton County,South Carolina,SC,45049,1595,0.55923159,2,Early Branch
29916,SC,Jasper County,South Carolina,SC,45053,1595,0.44076841,2,Early Branch
29918,SC,Hampton County,South Carolina,SC,45049,4777,1,1,Estill
29920,SC,Beaufort County,South Carolina,SC,45013,9918,1,1,Saint Helena Island
29921,SC,Hampton County,South Carolina,SC,45049,628,1,1,Furman
29922,SC,Hampton County,South Carolina,SC,45049,907,0.578747628,2,Garnett
29922,SC,Jasper County,South Carolina,SC,45053,907,0.421252372,2,Garnett
29923,SC,Hampton County,South Carolina,SC,45049,200,0,1,Gifford
29924,SC,Hampton County,South Carolina,SC,45049,4531,1,1,Hampton
29925,SC,Beaufort County,South Carolina,SC,45013,,1,1,Hilton Head Island
29926,SC,Beaufort County,South Carolina,SC,45013,25174,1,1,Hilton Head Island
29927,SC,Jasper County,South Carolina,SC,45053,10517,1,1,Hardeeville
29928,SC,Beaufort County,South Carolina,SC,45013,15178,1,1,Hilton Head Island
29929,SC,Colleton County,South Carolina,SC,45029,1301,1,1,Islandton
29931,SC,Beaufort County,South Carolina,SC,45013,,0,1,Lobeco
29932,SC,Allendale County,South Carolina,SC,45005,229,0.338028169,2,Luray
29932,SC,Hampton County,South Carolina,SC,45049,229,0.661971831,2,Luray
29933,SC,Hampton County,South Carolina,SC,45049,,0,1,Miley
29934,SC,Hampton County,South Carolina,SC,45049,560,0.106583072,2,Pineland
29934,SC,Jasper County,South Carolina,SC,45053,560,0.893416928,2,Pineland
29935,SC,Beaufort County,South Carolina,SC,45013,4030,1,1,Port Royal
29936,SC,Beaufort County,South Carolina,SC,45013,14493,0.000986436,2,Ridgeland
29936,SC,Jasper County,South Carolina,SC,45053,14493,0.999013564,2,Ridgeland
29938,SC,Beaufort County,South Carolina,SC,45013,,1,1,Hilton Head Island
29939,SC,Hampton County,South Carolina,SC,45049,108,0,1,Scotia
29940,SC,Beaufort County,South Carolina,SC,45013,3594,1,1,Seabrook
29941,SC,Beaufort County,South Carolina,SC,45013,246,1,1,Sheldon
29943,SC,Jasper County,South Carolina,SC,45053,308,1,1,Tillman
29944,SC,Hampton County,South Carolina,SC,45049,4242,0.957534956,2,Varnville
29944,SC,Jasper County,South Carolina,SC,45053,4242,0.042465044,2,Varnville
29945,SC,Beaufort County,South Carolina,SC,45013,3652,0.271908272,4,Yemassee
29945,SC,Colleton County,South Carolina,SC,45029,3652,0.318181818,4,Yemassee
29945,SC,Hampton County,South Carolina,SC,45049,3652,0.3001638,4,Yemassee
29945,SC,Jasper County,South Carolina,SC,45053,3652,0.10974611,4,Yemassee
30002,GA,DeKalb County,Georgia,GA,13089,5507,1,1,Avondale Estates
30003,GA,Gwinnett County,Georgia,GA,13135,,1,1,Norcross
30004,GA,Cherokee County,Georgia,GA,13057,67850,0.055295571,3,Alpharetta
30004,GA,Forsyth County,Georgia,GA,13117,67850,0.229568343,3,Alpharetta
30004,GA,Fulton County,Georgia,GA,13121,67850,0.715136086,3,Alpharetta
30005,GA,Forsyth County,Georgia,GA,13117,41471,0.254038179,2,Alpharetta
30005,GA,Fulton County,Georgia,GA,13121,41471,0.745961821,2,Alpharetta
30006,GA,Cobb County,Georgia,GA,13067,,1,1,Marietta
30007,GA,Cobb County,Georgia,GA,13067,,1,1,Marietta
30008,GA,Cobb County,Georgia,GA,13067,35598,1,1,Marietta
30009,GA,Fulton County,Georgia,GA,13121,21592,1,1,Alpharetta
30010,GA,Gwinnett County,Georgia,GA,13135,,1,1,Norcross
30011,GA,Barrow County,Georgia,GA,13013,20859,0.677267614,2,Auburn
30011,GA,Gwinnett County,Georgia,GA,13135,20859,0.322732386,2,Auburn
30012,GA,DeKalb County,Georgia,GA,13089,33034,0.017896115,4,Conyers
30012,GA,Gwinnett County,Georgia,GA,13135,33034,0.001600466,4,Conyers
30012,GA,Rockdale County,Georgia,GA,13247,33034,0.969518405,4,Conyers
30012,GA,Walton County,Georgia,GA,13297,33034,0.010985014,4,Conyers
30013,GA,Newton County,Georgia,GA,13217,28220,0.076298382,2,Conyers
30013,GA,Rockdale County,Georgia,GA,13247,28220,0.923701618,2,Conyers
30014,GA,Jasper County,Georgia,GA,13159,40208,0.007726492,3,Covington
30014,GA,Newton County,Georgia,GA,13217,40208,0.917584082,3,Covington
30014,GA,Walton County,Georgia,GA,13297,40208,0.074689425,3,Covington
30015,GA,Newton County,Georgia,GA,13217,,1,1,Covington
30016,GA,Newton County,Georgia,GA,13217,61123,0.99212566,2,Covington
30016,GA,Rockdale County,Georgia,GA,13247,61123,0.00787434,2,Covington
30017,GA,Gwinnett County,Georgia,GA,13135,24213,1,1,Grayson
30018,GA,Walton County,Georgia,GA,13297,96,0,1,Jersey
30019,GA,Gwinnett County,Georgia,GA,13135,47887,0.995210166,2,Dacula
30019,GA,Walton County,Georgia,GA,13297,47887,0.004789834,2,Dacula
30021,GA,DeKalb County,Georgia,GA,13089,26386,1,1,Clarkston
30022,GA,Fulton County,Georgia,GA,13121,64919,1,1,Alpharetta
30023,GA,Fulton County,Georgia,GA,13121,,1,1,Alpharetta
30024,GA,Forsyth County,Georgia,GA,13117,85106,0.263263666,3,Suwanee
30024,GA,Fulton County,Georgia,GA,13121,85106,0.024919614,3,Suwanee
30024,GA,Gwinnett County,Georgia,GA,13135,85106,0.71181672,3,Suwanee
30025,GA,Morgan County,Georgia,GA,13211,11343,0.000857817,3,Social Circle
30025,GA,Newton County,Georgia,GA,13217,11343,0.247480163,3,Social Circle
30025,GA,Walton County,Georgia,GA,13297,11343,0.75166202,3,Social Circle
30028,GA,Cherokee County,Georgia,GA,13057,36631,0.020568698,3,Cumming
30028,GA,Dawson County,Georgia,GA,13085,36631,0.00034961,3,Cumming
30028,GA,Forsyth County,Georgia,GA,13117,36631,0.979081692,3,Cumming
30030,GA,DeKalb County,Georgia,GA,13089,31712,1,1,Decatur
30031,GA,DeKalb County,Georgia,GA,13089,,1,1,Decatur
30032,GA,DeKalb County,Georgia,GA,13089,42812,1,1,Decatur
30033,GA,DeKalb County,Georgia,GA,13089,31530,1,1,Decatur
30034,GA,DeKalb County,Georgia,GA,13089,41823,1,1,Decatur
30035,GA,DeKalb County,Georgia,GA,13089,22073,1,1,Decatur
30036,GA,DeKalb County,Georgia,GA,13089,,1,1,Decatur
30037,GA,DeKalb County,Georgia,GA,13089,,1,1,Decatur
30038,GA,DeKalb County,Georgia,GA,13089,42744,1,1,Lithonia
30039,GA,DeKalb County,Georgia,GA,13089,51742,0.028415831,3,Snellville
30039,GA,Gwinnett County,Georgia,GA,13135,51742,0.970775369,3,Snellville
30039,GA,Rockdale County,Georgia,GA,13247,51742,0.0008088,3,Snellville
30040,GA,Cherokee County,Georgia,GA,13057,79580,0.004528986,2,Cumming
30040,GA,Forsyth County,Georgia,GA,13117,79580,0.995471014,2,Cumming
30041,GA,Forsyth County,Georgia,GA,13117,75160,1,1,Cumming
30042,GA,Gwinnett County,Georgia,GA,13135,,1,1,Lawrenceville
30043,GA,Gwinnett County,Georgia,GA,13135,89046,1,1,Lawrenceville
30044,GA,Gwinnett County,Georgia,GA,13135,100471,1,1,Lawrenceville
30045,GA,Gwinnett County,Georgia,GA,13135,46733,1,1,Lawrenceville
30046,GA,Gwinnett County,Georgia,GA,13135,39524,1,1,Lawrenceville
30047,GA,Gwinnett County,Georgia,GA,13135,70592,1,1,Lilburn
30048,GA,Gwinnett County,Georgia,GA,13135,,1,1,Lilburn
30049,GA,Gwinnett County,Georgia,GA,13135,,1,1,Lawrenceville
30052,GA,Gwinnett County,Georgia,GA,13135,79020,0.528121705,4,Loganville
30052,GA,Newton County,Georgia,GA,13217,79020,0.001476126,4,Loganville
30052,GA,Rockdale County,Georgia,GA,13247,79020,0.005814129,4,Loganville
30052,GA,Walton County,Georgia,GA,13297,79020,0.46458804,4,Loganville
30054,GA,Newton County,Georgia,GA,13217,10851,0.849531327,2,Oxford
30054,GA,Walton County,Georgia,GA,13297,10851,0.150468673,2,Oxford
30055,GA,Jasper County,Georgia,GA,13159,3964,0.544747082,3,Mansfield
30055,GA,Morgan County,Georgia,GA,13211,3964,0.075597554,3,Mansfield
30055,GA,Newton County,Georgia,GA,13217,3964,0.379655364,3,Mansfield
30056,GA,Jasper County,Georgia,GA,13159,2379,0.491666667,3,Newborn
30056,GA,Morgan County,Georgia,GA,13211,2379,0.111666667,3,Newborn
30056,GA,Newton County,Georgia,GA,13217,2379,0.396666667,3,Newborn
30058,GA,DeKalb County,Georgia,GA,13089,63421,0.99908953,3,Lithonia
30058,GA,Gwinnett County,Georgia,GA,13135,63421,0.000227618,3,Lithonia
30058,GA,Rockdale County,Georgia,GA,13247,63421,0.000682853,3,Lithonia
30060,GA,Cobb County,Georgia,GA,13067,39313,1,1,Marietta
30061,GA,Cobb County,Georgia,GA,13067,,1,1,Marietta
30062,GA,Cobb County,Georgia,GA,13067,63105,1,1,Marietta
30063,GA,Cobb County,Georgia,GA,13067,,0,1,Marietta
30064,GA,Cobb County,Georgia,GA,13067,51321,1,1,Marietta
30065,GA,Cobb County,Georgia,GA,13067,,1,1,Marietta
30066,GA,Cherokee County,Georgia,GA,13057,60961,0.000917614,2,Marietta
30066,GA,Cobb County,Georgia,GA,13067,60961,0.999082386,2,Marietta
30067,GA,Cobb County,Georgia,GA,13067,46436,1,1,Marietta
30068,GA,Cobb County,Georgia,GA,13067,33040,1,1,Marietta
30069,GA,Cobb County,Georgia,GA,13067,,0,1,Marietta
30070,GA,Newton County,Georgia,GA,13217,76,1,1,Porterdale
30071,GA,Gwinnett County,Georgia,GA,13135,26140,1,1,Norcross
30072,GA,DeKalb County,Georgia,GA,13089,853,1,1,Pine Lake
30074,GA,DeKalb County,Georgia,GA,13089,,1,1,Redan
30075,GA,Cherokee County,Georgia,GA,13057,55274,0.007260492,3,Roswell
30075,GA,Cobb County,Georgia,GA,13067,55274,0.179298743,3,Roswell
30075,GA,Fulton County,Georgia,GA,13121,55274,0.813440765,3,Roswell
30076,GA,Fulton County,Georgia,GA,13121,47397,1,1,Roswell
30077,GA,Fulton County,Georgia,GA,13121,,1,1,Roswell
30078,GA,Gwinnett County,Georgia,GA,13135,41041,1,1,Snellville
30079,GA,DeKalb County,Georgia,GA,13089,4850,1,1,Scottdale
30080,GA,Cobb County,Georgia,GA,13067,53334,1,1,Smyrna
30081,GA,Cobb County,Georgia,GA,13067,,1,1,Smyrna
30082,GA,Cobb County,Georgia,GA,13067,26786,1,1,Smyrna
30083,GA,DeKalb County,Georgia,GA,13089,62941,1,1,Stone Mountain
30084,GA,DeKalb County,Georgia,GA,13089,38715,0.704710883,2,Tucker
30084,GA,Gwinnett County,Georgia,GA,13135,38715,0.295289117,2,Tucker
30085,GA,DeKalb County,Georgia,GA,13089,,1,1,Tucker
30086,GA,DeKalb County,Georgia,GA,13089,,1,1,Stone Mountain
30087,GA,DeKalb County,Georgia,GA,13089,37570,0.625320573,2,Stone Mountain
30087,GA,Gwinnett County,Georgia,GA,13135,37570,0.374679427,2,Stone Mountain
30088,GA,DeKalb County,Georgia,GA,13089,29279,1,1,Stone Mountain
30090,GA,Cobb County,Georgia,GA,13067,0,0,1,Marietta
30091,GA,Gwinnett County,Georgia,GA,13135,,1,1,Norcross
30092,GA,Fulton County,Georgia,GA,13121,36660,0.021269011,2,Peachtree Corners
30092,GA,Gwinnett County,Georgia,GA,13135,36660,0.978730989,2,Peachtree Corners
30093,GA,DeKalb County,Georgia,GA,13089,49015,0.004556379,2,Norcross
30093,GA,Gwinnett County,Georgia,GA,13135,49015,0.995443621,2,Norcross
30094,GA,DeKalb County,Georgia,GA,13089,34017,0.020257139,3,Conyers
30094,GA,Newton County,Georgia,GA,13217,34017,0.000672746,3,Conyers
30094,GA,Rockdale County,Georgia,GA,13247,34017,0.979070115,3,Conyers
30095,GA,Gwinnett County,Georgia,GA,13135,,1,1,Duluth
30096,GA,Gwinnett County,Georgia,GA,13135,71141,1,1,Duluth
30097,GA,Forsyth County,Georgia,GA,13117,45543,0.043915521,3,Duluth
30097,GA,Fulton County,Georgia,GA,13121,45543,0.440352474,3,Duluth
30097,GA,Gwinnett County,Georgia,GA,13135,45543,0.515732005,3,Duluth
30098,GA,Fulton County,Georgia,GA,13121,,0,1,Duluth
30099,GA,Gwinnett County,Georgia,GA,13135,,0,1,Duluth
30101,GA,Bartow County,Georgia,GA,13015,62871,0.034712223,4,Acworth
30101,GA,Cherokee County,Georgia,GA,13057,62871,0.00377476,4,Acworth
30101,GA,Cobb County,Georgia,GA,13067,62871,0.760711367,4,Acworth
30101,GA,Paulding County,Georgia,GA,13223,62871,0.20080165,4,Acworth
30102,GA,Bartow County,Georgia,GA,13015,44593,0.158384018,3,Acworth
30102,GA,Cherokee County,Georgia,GA,13057,44593,0.642288483,3,Acworth
30102,GA,Cobb County,Georgia,GA,13067,44593,0.199327498,3,Acworth
30103,GA,Bartow County,Georgia,GA,13015,14415,0.763912094,3,Adairsville
30103,GA,Floyd County,Georgia,GA,13115,14415,0.049222465,3,Adairsville
30103,GA,Gordon County,Georgia,GA,13129,14415,0.186865441,3,Adairsville
30104,GA,Bartow County,Georgia,GA,13015,5192,0.037002775,3,Aragon
30104,GA,Floyd County,Georgia,GA,13115,5192,0.231267345,3,Aragon
30104,GA,Polk County,Georgia,GA,13233,5192,0.73172988,3,Aragon
30105,GA,Chattooga County,Georgia,GA,13055,2345,0.079335793,2,Armuchee
30105,GA,Floyd County,Georgia,GA,13115,2345,0.920664207,2,Armuchee
30106,GA,Cobb County,Georgia,GA,13067,22909,0.990431094,2,Austell
30106,GA,Douglas County,Georgia,GA,13097,22909,0.009568906,2,Austell
30107,GA,Cherokee County,Georgia,GA,13057,18035,0.778057043,3,Ball Ground
30107,GA,Forsyth County,Georgia,GA,13117,18035,0.089061305,3,Ball Ground
30107,GA,Pickens County,Georgia,GA,13227,18035,0.132881652,3,Ball Ground
30108,GA,Carroll County,Georgia,GA,13045,7031,0.983452704,2,Bowdon
30108,GA,Heard County,Georgia,GA,13149,7031,0.016547296,2,Bowdon
30109,GA,Carroll County,Georgia,GA,13045,,0,1,Bowdon Junction
30110,GA,Carroll County,Georgia,GA,13045,14088,0.041382379,2,Bremen
30110,GA,Haralson County,Georgia,GA,13143,14088,0.958617621,2,Bremen
30111,GA,Cobb County,Georgia,GA,13067,0,1,1,Clarkdale
30112,GA,Carroll County,Georgia,GA,13045,,1,1,Carrollton
30113,GA,Haralson County,Georgia,GA,13143,5939,0.901315789,2,Buchanan
30113,GA,Polk County,Georgia,GA,13233,5939,0.098684211,2,Buchanan
30114,GA,Cherokee County,Georgia,GA,13057,60340,1,1,Canton
30115,GA,Cherokee County,Georgia,GA,13057,53299,1,1,Canton
30116,GA,Carroll County,Georgia,GA,13045,22658,1,1,Carrollton
30117,GA,Carroll County,Georgia,GA,13045,38896,1,1,Carrollton
30118,GA,Carroll County,Georgia,GA,13045,1149,0,1,Carrollton
30119,GA,Carroll County,Georgia,GA,13045,,0,1,Carrollton
30120,GA,Bartow County,Georgia,GA,13015,43301,0.996763065,2,Cartersville
30120,GA,Paulding County,Georgia,GA,13223,43301,0.003236935,2,Cartersville
30121,GA,Bartow County,Georgia,GA,13015,25747,1,1,Cartersville
30122,GA,Cobb County,Georgia,GA,13067,27081,0.002234723,2,Lithia Springs
30122,GA,Douglas County,Georgia,GA,13097,27081,0.997765277,2,Lithia Springs
30123,GA,Bartow County,Georgia,GA,13015,,1,1,Cassville
30124,GA,Floyd County,Georgia,GA,13115,2944,0.991792066,2,Cave Spring
30124,GA,Polk County,Georgia,GA,13233,2944,0.008207934,2,Cave Spring
30125,GA,Floyd County,Georgia,GA,13115,24071,0.017350905,2,Cedartown
30125,GA,Polk County,Georgia,GA,13233,24071,0.982649095,2,Cedartown
30126,GA,Cobb County,Georgia,GA,13067,43047,1,1,Mableton
30127,GA,Cobb County,Georgia,GA,13067,72126,0.894789117,3,Powder Springs
30127,GA,Douglas County,Georgia,GA,13097,72126,0.000354723,3,Powder Springs
30127,GA,Paulding County,Georgia,GA,13223,72126,0.10485616,3,Powder Springs
30129,GA,Floyd County,Georgia,GA,13115,,0,1,Coosa
30132,GA,Paulding County,Georgia,GA,13223,50803,1,1,Dallas
30133,GA,Douglas County,Georgia,GA,13097,,1,1,Douglasville
30134,GA,Douglas County,Georgia,GA,13097,46587,0.714107301,2,Douglasville
30134,GA,Paulding County,Georgia,GA,13223,46587,0.285892699,2,Douglasville
30135,GA,Douglas County,Georgia,GA,13097,66689,1,1,Douglasville
30137,GA,Bartow County,Georgia,GA,13015,1807,1,1,Emerson
30138,GA,Polk County,Georgia,GA,13233,,0,1,Esom Hill
30139,GA,Bartow County,Georgia,GA,13015,4609,0.109589041,3,Fairmount
30139,GA,Gordon County,Georgia,GA,13129,4609,0.660958904,3,Fairmount
30139,GA,Pickens County,Georgia,GA,13227,4609,0.229452055,3,Fairmount
30140,GA,Haralson County,Georgia,GA,13143,,0,1,Felton
30141,GA,Cobb County,Georgia,GA,13067,25881,0.003046458,2,Hiram
30141,GA,Paulding County,Georgia,GA,13223,25881,0.996953542,2,Hiram
30142,GA,Cherokee County,Georgia,GA,13057,,1,1,Holly Springs
30143,GA,Cherokee County,Georgia,GA,13057,26738,0.009558489,4,Jasper
30143,GA,Dawson County,Georgia,GA,13085,26738,0.102802523,4,Jasper
30143,GA,Gilmer County,Georgia,GA,13123,26738,0.001105403,4,Jasper
30143,GA,Pickens County,Georgia,GA,13227,26738,0.886533585,4,Jasper
30144,GA,Cobb County,Georgia,GA,13067,58389,1,1,Kennesaw
30145,GA,Bartow County,Georgia,GA,13015,9065,0.783258595,2,Kingston
30145,GA,Floyd County,Georgia,GA,13115,9065,0.216741405,2,Kingston
30146,GA,Cherokee County,Georgia,GA,13057,,1,1,Lebanon
30147,GA,Floyd County,Georgia,GA,13115,4855,0.967694567,2,Lindale
30147,GA,Polk County,Georgia,GA,13233,4855,0.032305433,2,Lindale
30148,GA,Dawson County,Georgia,GA,13085,909,0.236180905,2,Marble Hill
30148,GA,Pickens County,Georgia,GA,13227,909,0.763819095,2,Marble Hill
30149,GA,Floyd County,Georgia,GA,13115,1806,0,1,Mount Berry
30150,GA,Carroll County,Georgia,GA,13045,,0,1,Mount Zion
30151,GA,Cherokee County,Georgia,GA,13057,,0,1,Nelson
30152,GA,Cobb County,Georgia,GA,13067,44432,1,1,Kennesaw
30153,GA,Haralson County,Georgia,GA,13143,18006,0.020088026,3,Rockmart
30153,GA,Paulding County,Georgia,GA,13223,18006,0.271414062,3,Rockmart
30153,GA,Polk County,Georgia,GA,13233,18006,0.708497912,3,Rockmart
30154,GA,Douglas County,Georgia,GA,13097,,1,1,Douglasville
30156,GA,Cobb County,Georgia,GA,13067,,1,1,Kennesaw
30157,GA,Cobb County,Georgia,GA,13067,52193,0.020696482,2,Dallas
30157,GA,Paulding County,Georgia,GA,13223,52193,0.979303518,2,Dallas
30160,GA,Cobb County,Georgia,GA,13067,,1,1,Kennesaw
30161,GA,Bartow County,Georgia,GA,13015,34461,0.005983292,2,Rome
30161,GA,Floyd County,Georgia,GA,13115,34461,0.994016708,2,Rome
30162,GA,Floyd County,Georgia,GA,13115,,1,1,Rome
30164,GA,Floyd County,Georgia,GA,13115,,1,1,Rome
30165,GA,Chattooga County,Georgia,GA,13055,41998,0.001380702,2,Rome
30165,GA,Floyd County,Georgia,GA,13115,41998,0.998619298,2,Rome
30168,GA,Cobb County,Georgia,GA,13067,24768,0.9053114,2,Austell
30168,GA,Douglas County,Georgia,GA,13097,24768,0.0946886,2,Austell
30169,GA,Cherokee County,Georgia,GA,13057,,1,1,Canton
